,date,Close
565,1975-01-01,72.56409107555042
566,1975-02-01,80.09684191252056
567,1975-03-01,83.83199920654297
568,1975-04-01,84.72318198464133
569,1975-05-01,90.09619031633648
570,1975-06-01,92.3971434093657
571,1975-07-01,92.48727312954988
572,1975-08-01,85.71380942208427
573,1975-09-01,84.67238071986607
574,1975-10-01,88.57434778628142
575,1975-11-01,90.06526344700863
576,1975-12-01,88.70045471191406
577,1976-01-01,96.8595235915411
578,1976-02-01,100.63947416606702
579,1976-03-01,101.08434793223503
580,1976-04-01,101.92952364966985
581,1976-05-01,101.16199913024904
582,1976-06-01,101.76681795987216
583,1976-07-01,104.2009528023856
584,1976-08-01,103.29181844537908
585,1976-09-01,105.45333317347936
586,1976-10-01,101.88523755754744
587,1976-11-01,101.19349975585938
588,1976-12-01,104.66090843894266
589,1977-01-01,103.81333305722193
590,1977-02-01,100.95578926487973
591,1977-03-01,100.56956481933594
592,1977-04-01,99.05000076293943
593,1977-05-01,98.7604758853004
594,1977-06-01,99.28590947931464
595,1977-07-01,100.17842021741365
596,1977-08-01,97.7500003317128
597,1977-09-01,96.23238045828684
598,1977-10-01,93.73952302478608
599,1977-11-01,94.28333391462054
600,1977-12-01,93.82047671363468
601,1978-01-01,90.24952298118954
602,1978-02-01,88.97526349519428
603,1978-03-01,88.81954539905895
604,1978-04-01,92.7104995727539
605,1978-05-01,97.41227306019177
606,1978-06-01,97.66181807084516
607,1978-07-01,97.19249992370604
608,1978-08-01,103.92173999288808
609,1978-09-01,103.85699996948242
610,1978-10-01,100.58363515680486
611,1978-11-01,94.70952315557572
612,1978-12-01,96.1074996948242
613,1979-01-01,99.70500113747336
614,1979-02-01,98.2294737163343
615,1979-03-01,100.11227278275923
616,1979-04-01,102.06600036621094
617,1979-05-01,99.727727023038
618,1979-06-01,101.72761862618584
619,1979-07-01,102.71142832438152
620,1979-08-01,107.35608639924422
621,1979-09-01,108.59684231406764
622,1979-10-01,104.47304269541864
623,1979-11-01,103.66381000337148
624,1979-12-01,107.7759994506836
625,1980-01-01,110.86818140203304
626,1980-02-01,115.33900108337404
627,1980-03-01,104.68619065057663
628,1980-04-01,102.96666753859748
629,1980-05-01,107.69428543817428
630,1980-06-01,114.54666646321614
631,1980-07-01,119.83272760564633
632,1980-08-01,123.49666631789437
633,1980-09-01,126.51190294538226
634,1980-10-01,130.22173840066662
635,1980-11-01,135.6544426812066
636,1980-12-01,133.48318204012784
637,1981-01-01,132.96571277436755
638,1981-02-01,128.3952656796104
639,1981-03-01,133.18499963933772
640,1981-04-01,134.42761811755952
641,1981-05-01,131.72700042724608
642,1981-06-01,132.2777293812145
643,1981-07-01,129.1277268149636
644,1981-08-01,129.6295231410435
645,1981-09-01,118.26952398390998
646,1981-10-01,119.79772706465288
647,1981-11-01,122.9194995880127
648,1981-12-01,123.79409096457742
649,1982-01-01,117.27650032043456
650,1982-02-01,114.49526335063732
651,1982-03-01,110.84217370074728
652,1982-04-01,116.30714343843006
653,1982-05-01,116.35299949645996
654,1982-06-01,109.69772720336914
655,1982-07-01,109.37666684105282
656,1982-08-01,109.65136406638406
657,1982-09-01,122.43333289736792
658,1982-10-01,132.66047741117933
659,1982-11-01,138.10095287504652
660,1982-12-01,139.3659113103693
661,1983-01-01,144.26714215959822
662,1983-02-01,146.79684046695107
663,1983-03-01,151.87652123492697
664,1983-04-01,157.7120002746582
665,1983-05-01,164.0971432640439
666,1983-06-01,166.36909138072622
667,1983-07-01,166.95099868774415
668,1983-08-01,162.4178247866423
669,1983-09-01,167.1604766845703
670,1983-10-01,167.65428452264695
671,1983-11-01,165.23095194498697
672,1983-12-01,164.37142799014137
673,1984-01-01,166.39285641624815
674,1984-02-01,157.2505012512207
675,1984-03-01,157.4386381669478
676,1984-04-01,157.60149917602538
677,1984-05-01,156.55090886896306
678,1984-06-01,153.12476094563803
679,1984-07-01,151.07809593563988
680,1984-08-01,164.4208692467731
681,1984-09-01,166.1126299406353
682,1984-10-01,164.81869440493375
683,1984-11-01,166.27190508161272
684,1984-12-01,164.48000106811523
685,1985-01-01,171.6127270785245
686,1985-02-01,180.88473751670435
687,1985-03-01,179.4199981689453
688,1985-04-01,180.61857023693267
689,1985-05-01,184.89908946644172
690,1985-06-01,188.8859992980957
691,1985-07-01,192.54454456676137
692,1985-08-01,188.3063638860529
693,1985-09-01,184.20579046952096
694,1985-10-01,186.18043451723844
695,1985-11-01,197.44550018310548
696,1985-12-01,207.2576192220052
